كاين,O
عنابة,B-LOC
و,O
كاين,O
وهران,B-LOC
,
بصح,O
هو,O
يحب,O
السونطر,O
راك,O
فاهم,O
قولو,O
يريح,O
تشكي,O
,
نهدرو,O
بالون,O
اقسم,O
بالله,O
غير,O
فوقت,O
زطشي,B-PERS
ماكناش,O
نشوفو,O
هاد,O
لعفايس...,O
,
والله,O
يا,O
القوة,O
الضاربة,O
,
خص,O
تراكتور,O
يحرث,O
,
ابها,O
ولا,O
ابهى,O
المهم,O
الفكرة,O
وصلت,O
,
بونجاح,B-PERS
ڨاع,O
الدراهم,O
لي,O
درتهم,O
،,O
مقديتش,O
تتعلم,O
تكتب،الاخطاء,O
الاملائية,O
الركيكة,O
,
بلادنا,O
بلدية,O
ف,O
مريكان,B-LOC
ميقبلوناش,O
,
اقسم,O
بالله,O
كارثة,O
تركنا,O
الدين,O
وإتباعنا,O
البدع,O
مسجد,O
في,O
عنابة,B-LOC
يحتاج,O
إلى,O
200,O
كيس,O
من,O
الاسمنت,O
واحد,O
مهدر,O
عليه,O
وكي,O
جات,O
في,O
الملعب,O
وشر,O
البقاع,O
كاااااامل,O
هدرو,O
الهم,O
ردنا,O
اليك,O
ردا,O
جميلا,O
واسأل,O
الله,O
ان,O
يهديني,O
وإياكم,O
وثبتنا,O
وإياكم,O
,
اللغة,O
العربية,O
تستغيث,O
,
L'algérie,B-LOC
kamel,O
أبهى,O
حلة,O
,
خسارة,O
عليهم،,O
خدمة,O
لعوج,O
,
هنا,O
غياب,O
الدولة,O
واضح.كاينة,O
أطراف,O
باغية,O
تدمر,O
اي,O
حاجة,O
مليحة,O
فالجزائر,B-LOC
وراهي,O
المخابرات,O
وراهي,O
اللجان,O
التقنية,O
عيب,O
ولله,O
العظيم,O
غير,O
عيب...,O
,
كاين,O
حجا,O
ماعرفتهاش,O
ليه,O
عندنا,O
غيل,O
هدا,O
الصداد,O
كاين,O
نتاع,O
عنابة,B-LOC
تلمسان,B-LOC
وكاين,O
بزاف,O
......,O
ياك,O
الجمهور,O
مكانش,O
ماهمش,O
المكان,O
,
يا,O
محرز,B-PERS
،,O
راك,O
تجي,O
يومين,O
فالعام,O
و,O
تلعب,O
بالون,O
و,O
راك,O
تنتقد,O
في,O
أرضية,O
الملعب,O
(,O
من,O
حقك,O
تنتقد,O
نتا,O
شيكور,O
),O
,
كون,O
لعبو,O
في,O
ستاد,O
تع,O
براقي,B-LOC
احسن,O
,
يصرحو,O
فيه,O
البڨري,O
هههههه,O
,
في,O
هذي,O
البلاد,O
أول,O
حاجة,O
يديرها,O
المسؤول,O
هي,O
يمشي,O
مصالحه,O
ومن,O
بعد,O
عاد,O
على,O
حساب,O
الڨوسطو,O
يخلي,O
ضميره,O
يشتغله,O
ولا,O
لا,O
,
على,O
فكرة,O
في,O
نشرة,O
الثامنة,O
على,O
قناة,O
النظام,O
الذي,O
خونتم,O
اخوتكم,O
و,O
ابناء,O
شعبكم,O
من,O
اجله,O
ذكروا,O
في,O
تقرير,O
من,O
دون,O
حشمة,O
او,O
حياء,O
ان,O
المركب,O
و,O
الارضية,O
في,O
احسن,O
حالة,O
,
و,O
منه,O
نستنتج,O
أن,O
بلعمري,B-PERS
كتابته,O
صحيحة,O
عكس,O
بونجاح,B-PERS
,
بونجاح..,B-PERS
تتكتب,O
أبهى,O
,
القوة,O
الضاربة,O
,
مع,O
المغرب,B-LOC
برك,O
,
ماكانش,O
مسؤول,O
راجل,O
,
مش,O
قادر,O
قوم,O
ولا,O
طلڨ,O
عثروك,O
قدم,O
استقالة,O
تيعك,O
يا,O
تعيش,O
راجل,O
أو,O
مت,O
و,O
انت,O
تحاول,O
ياااالرب,O
آآآآآآآآآ,O
,
محرز,B-PERS
حط,O
واحد,O
لباص,O
في,O
باله,O
البالون,O
تروح,O
كي,O
لحرير,O
لقاها,O
جات,O
راجعا,O
,
بونجاح,B-PERS
قرا,O
اللغة,O
العربية,O
عند,O
استاذ,O
اللغة,O
الفرنسية,O
,
بونجاح,B-PERS
متسرب,O
,
هاذي,O
هي,O
القوة,O
الضاربة,O
,
من,O
أمن,O
العقاب,O
أساء,O
الأدب,O
,
اللغة,O
العربية,O
تاع,O
بونجاح,B-PERS
هي,O
لي,O
في,O
أبهى,O
حلة,O
,
أبها,O
يا,O
بونجاح,B-PERS
هكا,O
علموك,O
القراية,O
,
حتى,O
يتعلمو,O
يكتبو،,O
،ابها,O
،،،يا,O
ودي,O
روحو,O
شوفو,O
حالة,O
المستشفيات,O
اومبعد,O
اهدرو,O
على,O
الملاعب,O
شعب,O
ثانوي,O
يترك,O
الأولويات,O
و,O
يتحدث,O
عن,O
الخرطي,O
,
البلاد,O
داخلة,O
في,O
حيط،,O
الشعب,O
مات,O
بالشر,O
و,O
الصفحات,O
كامل,O
يهدرو,O
على,O
بلماضي,B-PERS
،,O
الملعب,O
ماشي,O
مخدوم,O
....,O
تحرير,O
الوعي,O
أصعب,O
من,O
تحرير,O
البلاد.,O
,
مكانش,O
منها,O
تلفون,O
ل,O
صورو,O
بيه,O
كاليتي,O
تاعو,O
مش,O
مليحة,O
,
Bounedjah,B-PERS
ma,O
slek,O
la,O
3erbiya,O
la,O
français,O
la,O
anglais,O
mziya,O
endou,O
f,O
rejlin,O
,
وينك,O
عمري,O
؟,O
ما,O
بنتش!,O
مزالك,O
تنيغوسي,O
على,O
العدس,O
؟,O
نيغوسيلنا,O
في,O
طريقك,O
على,O
ستاد,O
خخخ,O
,
واحد,O
ماحكي,O
على,O
حالة,O
المستشفيات,O
,
ارضية,O
هاذي,O
لوكان,O
رجعوها,O
,
بونجاح,B-PERS
واللغة,O
كارثة,O
,
هاذي,O
تبان,O
صالحة,O
للزراعة,O
,
استغفر,O
الله,O
,
شعار,O
لا,O
للعلم,O
,
القوة,O
الناعسة,O
,
ربي,O
وكيلكم,O
يا,O
مسؤلين,O
تاكلو,O
النار,O
في,O
بطونكم,O
مزال,O
مع,O
بريكولاج,O
الله,O
لا,O
تربحكم,O
,
بونجاح,B-PERS
لازم,O
يغلط,O
فالكتيبة,O
,
بونجاح,B-PERS
وقيل,O
السيزيام,O
مجابوش,O
,
راهي,O
عاحبتني,O
روح,O
الفكاهة,O
في,O
الفريق,O
مليحة,O
,
ربي,O
وكيلهم,O
,
ابها,O
,
هادي,O
تاني,O
كذبة,O
!,O
,
lokan,O
tchouf,O
story,O
ta3,O
Okidja,B-PERS
hhhhhhhh,O
,
القوة,O
الضاربة,O
,
قوة,O
ضاربة,O
.,O
,
قالهم,O
بلماضي,B-PERS
هدرت,O
خطرة,O
منزيدش,O
نعاود,O
قالك,O
صامط,O
يغلب,O
القبيح.,O
,
ابهى,O
حفرة,O
,
و,O
هل,O
يخفى,O
القمر!!!,O
,
يا,O
بونجاح,B-PERS
اللغة,O
العربية,O
تاعك,O
داخلة,O
في,O
حيط,O
,
المشكل,O
في,O
لو,O
فون,O
تاع,O
العمق,O
,
marja,O
d,O
wra,O
dar,O
khir,O
mnha,O
,
ايادي,O
خارجية,O
,
كون,O
بدلو,O
السطاد,O
,
يقولون,O
المروك,B-LOC
هو,O
السبب,O
,
Wya,O
lkechfa,O
,
انا,O
نحير,O
فيكم,O
كي,O
يهدرو,O
تامنوهم,O
,
راهم,O
حابيين,O
يكسرو,O
الفريق,B-ORG
الوطني,I-ORG
,
علمو,O
بونجاح,B-PERS
كيفاش,O
يكتب,O
,
l3arbiya,O
rahi,O
bikirch,O
,
مزالكم,O
تامنو,O
بالنوفال,O
آلجيري,B-LOC
,
اغرسوه,O
بطاطا,O
وهنونا,O
يرحم,O
باباكم,O
,
نظن,O
حتى,O
القرنينة,O
وراهي,O
نابتة,O
ف,O
الستاد,O
,
Ah,O
ya,O
Bladi,O
,
بلماضي,B-PERS
لصق,O
في,O
تشاكر,B-PERS
,
أبها,O
vs,O
أبهى,O
,
هم,O
يضحك,O
وهم,O
يبكي,O
,
mahoch,O
9ari,O
manedihech,O
,
حكايتها,O
كيما,O
الجزائر,B-LOC
الجديدة,O
,
رئيس,O
اتحادية,B-ORG
لكرة,I-ORG
قدم,I-ORG
وراه,O
كن,O
نعيبوا,O
على,O
زطشي,B-PERS
سعا,O
هو,O
كان,O
مدرق,O
عيب,O
كبير,O
,
الكهول,O
يا,O
خويا,O
يا,O
خويا....د,O
,
بونجاح,B-PERS
الكتيبة,O
وميعرفش,O
يكتب,O
,
يلعبو,O
و,O
يبلعو,O
فامهم.,O
,
الهدف,O
الرابع,O
يثبت,O
ذلك,O
,
السؤال,O
المطروح,O
علاش,O
ما,O
يلعبوش,O
في,O
5,O
جويلية,O
,
في,O
كل,O
الاحوال,O
احسن,O
من,O
تشاكر,B-PERS
,
خونة,O
,
عادي,O
تجارة,O
,
ارضية,O
الملعب,O
كانت,O
مدروسة,O
من,O
طرف,O
المسؤولين,O
باش,O
اللاعبين,O
يتعودو,O
على,O
الأرضية,O
تاع,O
ملعب,O
النيجر,B-LOC
في,O
العودة,O
و,O
تفكير,O
القادة,O
ليس,O
كتفكير,O
العامة,O
,
و,O
وضع,O
الرمل,O
في,O
الملعب,O
هو,O
دلالة,O
على,O
أن,O
اللاعبين,O
هم,O
محاربي,O
الصحراء....,O
,
Sans,O
espoir,O
hed,O
lebled,O
,
هادي,O
خيانة,O
لازم,O
الضرب,O
بيد,O
من,O
حديد,O
وطردهم,O
من,O
المنتخب,O
,
تشوف,O
شوي,O
تعليقات,O
تفهم,O
باللي,O
احسن,O
حل,O
هي,O
تسونامي,O
تهزنا,O
يخسفنا,O
ربي,O
زي,O
قوم,O
عاد,B-PERS
,
لن,O
نتطور,O
حتى,O
تقوم,O
الساعة,O
,
لالا,O
انت,O
شيات,O
من,O
داك,O
العام,O
,
lokan,O
la3bo,O
fel,O
morj,O
khir,O
..,O
,
بونجاح,B-PERS
يطير,O
في,O
العربية,O
,
جزائر,B-LOC
كل,O
يوم,O
تتراجع,O
خطوة,O
للوراء,O
,
سطاد,O
تع,O
بوسقلول,O
,
حتى,O
صطاد,O
مفلحناش,O
فيه,O
,
أرضية,O
ملعب,O
تشاكر,B-PERS
صالحة,O
لغرس,O
البصل,O
و,O
البطاطا,O
لا,O
لإجراء,O
مقابلة,O
للفريق,B-ORG
الوطني,I-ORG
,
كي,O
المسؤول,O
على,O
السطاد,O
كلي,O
يكتب,O
أبها,O
حلة,O
,
علاش,O
مايغرسوهش,O
بطاطا,O
خير,O
,
على,O
الاقل,O
يساهم,O
فالاقتصاد,O
تاع,O
لبلاد,O
,
بلاد,O
كامل,O
نفس,O
الشيء,O
...,O
,
زيد,O
تاع,O
اوكيدجة,B-PERS
,
كل,O
ضد,O
منتخب,O
الجزائر,B-LOC
الكاف،,O
أفريقيا،,B-LOC
الحكام,O
،,O
و,O
مسؤولين,O
البلاد,O
غير,O
الشعب,O
ليراه,O
معاهم,O
,
Had,O
la,O
page,O
teqedar,O
teqoul,O
probleme,O
f,O
cha3eb,O
,
بونجاح,B-PERS
العربية,O
مايعرفهاش,O
,
بلعمري,B-PERS
كان,O
يجمع,O
في,O
الطاولة,O
الاولى,O
,
قلتلك,O
مايتامنوش,O
,
بونجاح,B-PERS
حبس,O
8ème,O
,
كل,O
مسؤولين,O
على,O
شاكلة,O
تبون,B-PERS
ماعندك,O
واش,O
تخير,O
فيهم,O
,
لا,O
حول,O
و,O
لا,O
قوة,O
الا,O
بالله,O
الفساد,O
بلغ,O
مبلغه,O
,
يابونجاح,B-PERS
عندنا,O
فوبيا,O
من,O
الأخطاء,O
الإملائية,O
يهديك,O
ربي,O
أبهى,O
مش,O
أبها,O
,
افونسي,O
لريار,O
شعار,O
الجزائر,B-LOC
,
نفس,O
الشيء,O
عدنا,O
احسن,O
منظومة,O
صحية,O
في,O
افريقيا,B-LOC
,
yadra,O
hhhhhh,O
,
و,O
الله,O
غير,O
امر,O
جد,O
مؤسف,O
جد,O
جد,O
مؤسف,O
عييب,O
و,O
الله,O
عير,O
نعلق,O
بمرارة,O
تصور,O
انه,O
حتى,O
البلدان,O
المعروفة,O
بالمجاعة,O
تكلد,O
تتجاوز,O
مشكل,O
ارضيات,O
الميدان,O
تصور,O
انه,O
ملعب,O
لديهمسؤولين,O
و,O
مدير,O
و,O
موظفيين,O
لديهم,O
اجرة,O
,
لملعب,O
يحتضن,O
6,O
مباريات,O
ف,O
العام,O
لا,O
يستطيعون,O
تجهيزه,O
و,O
لي,O
تزجع,O
القلب…,O
,
بونجاح,B-PERS
ماقدرش,O
يكوبيي,O
على,O
صحابو,O
,
ويكتب,O
مليح,O
ويضحك,O
عالسطاد,O
,
الإعلام,O
منعووووه,O
من,O
تصوير,O
الملعب,O
فضحوهم,O
اللاعبيين,O
....,O
,
تبانلي,O
قرار,O
جزائري,O
ماشي,O
الفيفا,B-ORG
تاع,O
منع,O
التصوير,O
....,O
,
الجزائر,B-LOC
و,O
الجزائريين,O
كلهم,O
في,O
ابهى,O
حلة,O
,
تغيضك,O
عمرك,O
كلمة,O
مسڨمة,O
ب,O
العربية,O
ميعرفش,O
يكتبها,O
يدي,O
الملاير,O
في,O
الشهر,O
و,O
نتا,O
حياتك,O
ڨاع,O
قراية,O
الف,O
مكاش,O
,
لم,O
تتم,O
اقالة,O
لا,O
مدير,O
الشباب,O
و,O
الرياضة,O
و,O
لا,O
مدير,O
الملعب،,O
بل,O
مدير,O
الملعب,O
كان,O
مدير,O
للشباب,O
و,O
الرياضة,O
بالنيابة,O
و,O
عاد,O
الى,O
منصبه,O
و,O
هو,O
فيه,O
الآن.,O
,
هاذا,O
هو,O
ستاد,O
لي,O
ربحتو,O
عليه,O
يوجوه,O
المزيرية,O
درتو,O
دراهم,O
ضرك,O
تمنشرو,O
اخدموه,O
,
حلو,O
دراهمكم,O
,
القوة,O
الضاربة,O
,
القوة,O
الضاربة,O
ياه,O
,
تبان,O
ارض,O
كاف,O
الباز,O
نايضة,O
فيها,O
التافقة,O
والقرن,O
,
تبهدييل,O
,
المرة,O
هذي,O
نبدوا,O
بالوزير,O
الأول,O
لي,O
يمثل,O
أضعف,O
حكومة,O
و,O
نكملوا,O
معاه,O
وزير,O
الشباب,O
و,O
الرياضة,O
و,O
وزير,O
التجارة,O
,
بونجاح,B-PERS
ميفرقش,O
بين,O
الالف,O
الطويلة,O
و,O
الألف,O
المقصورة,O
مسكين,O
,
داينصورات,O
تعمل,O
المستحيل,O
لاسقاط,O
كرة,O
القدم,O
الجزائرية,O
,
منتخب,O
كبير,O
و,O
جيل,O
ذهبي,O
دفنوهم,O
في,O
تشاكر,B-PERS
الذي,O
كان,O
من,O
الاجدر,O
اغتنام,O
الفرصة,O
واظهار,O
افضل,O
صورة,O
لمنتخب,O
الجزائر,B-LOC
على,O
الاقل,O
في,O
الملاعب,O
..,O
,
راهم,O
حابين,O
الشعب,O
يزف,O
و,O
يقلق,O
,
و,O
يبني,O
ملعب,O
,
شكون,O
قالك,O
المدير,O
تاع,O
الملعب,O
اوقيل؟,O
مزال,O
يخدم,O
ومدير,O
الشباب,O
بدلوه,O
برك,O
،,O
مدا,O
بيك,O
تتاكد,O
قبل,O
ماتهدر,O
,
الدزاير,B-LOC
كامل,O
مخلية,O
و,O
الملاعب,O
آخر,O
إهتمامات,O
الشعب,O
,
بلعاني,O
يديرو,O
للملاعب,O
هكا,O
باش,O
يحاوزو,O
بلماضي,B-PERS
سياسة,O
التهميش,O
لازم,O
الشعب,O
يدخل,O
أعداء,O
النجاح,O
,
قاع,O
لي,O
شاد,O
شي,O
كرسي,O
عندو,O
ما,O
يعوج,O
,
هديك,O
ابها,O
باينا,O
كتبها,O
بغداد,B-PERS
,
ارض,O
للرعي,O
ومتصلحش,O
,
Tbhdilaaa,O
,
حابين,O
يخرجو,O
الشعب,O
للشارع,O
بأي,O
طريقة,O
,
بونجاح,B-PERS
ديما,O
مفسدها,O
بالأخطاء,O
الاملائية,O
فرونسي,O
ولا,O
عربي,O
,
Rouhou,O
takhrou,O
ge3,O
kima,O
darou,O
mayebghouche,O
sah,O
3aychin,O
fel,O
kedbe,O
ou,O
nifak,O
allah,O
yen3alkoum,O
ge3,O
,
بونجاح,B-PERS
قولولو,O
يرحم,O
العربية,O
شوية,O
,
نورمالمون,O
هنا,O
يتم,O
اقالة,O
وزير,O
الشبيبة,O
و,O
الرياضة,O
مع,O
اعطاء,O
حق,O
تسيير,O
الملاعب,O
التي,O
يلعب,O
عليها,O
الفريق,B-ORG
الوطني,I-ORG
الى,O
الفاف,B-ORG
,
شرف,B-PERS
الدين,I-PERS
عمارة,I-PERS
هذا,O
فيه,O
اللوش!,O
,
بوترماح,O
معندو,O
لا,O
فا,O
راس,O
لا,O
فا,O
رجل,O
,
حطيت,O
المنشور,O
وراني,O
رايح,O
نضرب,O
القهوة,O
بالبغرير,O
,
في,O
طريقكم,O
شوفو,O
جنسية,O
لي,O
رياجاو,O
بالهاهاها,O
على,O
المنشور.,O
,
رحمه,O
الله,O
,
رحمه,O
الله,O
و,O
جعله,O
من,O
أهل,O
الجنة,O
,
رحمه,O
الله,O
وأسكنه,O
فسيح,O
جناته,O
,
هي,O
الأجساد,O
تموت,O
و,O
الأرواح,O
للخالق,O
تذهب,O
أما,O
الاعمال,O
و,O
المواقف,O
و,O
البطولات,O
باقية,O
رحم,O
الله,O
الامير,B-PERS
عبد,I-PERS
القادر,I-PERS
و,O
كل,O
شهداء,O
الجزائر,B-LOC
رحمة,O
واسعة,O
و,O
اسكنهم,O
فسيح,O
جناته,O
,
كي,O
تشوف,O
لي,O
ضحكو,O
على,O
الامير,B-PERS
عبد,I-PERS
القادر,I-PERS
وتضرب,O
طلة,O
لبروفايلاتهم,O
تعرف,O
كيفاش,O
فرنسا,B-LOC
قدرت,O
تحتلنا,O
وتعرف,O
علاش,O
قعدت,O
132,O
سنة,O
وتعرف,O
علاش,O
مزلنا,O
تابعين,O
لفرنسا,B-LOC
,
دوك,O
تجي,O
الاقلية,O
لي,O
زايدة,O
قبل,O
ادم,B-PERS
دير,O
هاهاهاها..,O
,
رجل,O
دوله,O
,
رحمة,O
الله,O
على,O
مؤسس,O
الدولة,O
الجزائرية,O
,
رحمه,O
الله,O
اسكنه,O
فسيح,O
جناته,O
,
الأمير,O
المؤسس,O
وقبل,O
ان,O
يشكك,O
فيه,O
اي,O
قن,O
من,O
اقنان,O
الارض,O
فقد,O
شككوا,O
وشتموا,O
مالك,B-PERS
بن,I-PERS
النبي,I-PERS
..وابن,B-PERS
باديس,I-PERS
..ومصالي,B-PERS
الحاج,I-PERS
..,O
ونفسهم,O
من,O
ينتقدون,O
الجامع,O
الاعظم,O
الان,O
...مرادهم,O
واضح,O
ونواياهم,O
واضحة,O
قاتمة,O
كسواد,O
قلوبهم,O
اتجاه,O
اي,O
شيء,O
جميل,O
في,O
هذا,O
الوطن,O
,
رحمه,O
الله,O
رجل,O
من,O
رجال,O
امة,O
محمد,B-PERS
صلى,O
الله,O
عليه,O
السلام,O
,
لي,O
دارو,O
أضحكني,O
كل,O
مقطعين,O
وباينين,O
من,O
وين,O
,
الأمير,B-PERS
عبد,I-PERS
القادر,I-PERS
..,O
مؤسس,O
الدولة,O
الجزائرية,O
الحديثة,O
,
كي,O
العادة,O
العقدة,O
مزالهي,O
لجماعة,O
المعطووب,B-PERS
,
رحمه,O
الله.,O
,
البلغار,O
دوما,O
ب,O
اضحكني,O
,
ديرلهم,O
لافوطو,O
تاع,O
سيدهم,O
معطوب,B-PERS
يرضاو,O
عليك,O
مع,O
العلم,O
مجرد,O
مغني,O
يعني,O
لا,O
نضال,O
لا,O
شكوبي,O
,
شيشناق,B-PERS
لي,O
أسسها,O
,
الأمير,O
هذا,O
بحد,O
ذاتو,O
تاريخو,O
مزور,O
,
مؤسس,O
دولة,O
و,O
رجل,O
عظيم,O
رحمه,O
الله,O
واسكنه,O
الفردوس,O
الأعلى,O
,
اما,O
لي,O
راهم,O
يضحكوا,O
هوما,O
اولاد,O
الحركة,O
لي,O
باعوه,O
,
رحمة,O
الله,O
عليه,O
,
و,O
الله,O
يرحم,O
من,O
ضحاو,O
على,O
هاد,O
البلاد..,O
,
الأقلية,O
تضحك,O
على,O
أسيادها؛,O
,
نعم,O
هو,O
مؤسس,O
الدولة,O
الجزائرية,O
المعاصرة,O
ولا,O
عزاء,O
على,O
الحاقدين,O
تحيا,O
الجزائر,B-LOC
واحدة,O
موحدة,O
والله,O
يرحم,O
الشهداء,O
,
اللي,O
رياجاو,O
بالضحك,O
يكرهون,O
الأمير،,O
لكنهم,O
يحبون,O
الbillet,O
تع,O
ال,O
1000,O
دينار,O
اللي,O
فيه,O
صورة,O
الأمير,O
,
لا,O
عزاء,O
للحاقدين,O
اعداء,O
العروبة,O
و,O
الاسلام,O
ستبقون,O
اقلية,O
منبوذة,O
الى,O
يوم,O
الدين,O
يا,O
أعداء,O
الله,O
,
كالعادة,O
...و,O
العقدة,O
مستمرة,O
,
اختلف,O
معك,O
ان,O
دولة,O
الامير,O
سقطت,O
و,O
لم,O
يبقى,O
لها,O
اثر,O
و,O
الدولة,O
الحديثة,O
وليدة,O
ثورة,O
نوفمبر,O
1954,O
دولة,O
قامت,O
بدماء,O
الشهداء,O
و,O
جبهة,B-ORG
التحرير,I-ORG
الوطني,I-ORG
.,O
,
سيدنا,O
الأمير,O
عبد,B-PERS
القادر,I-PERS
,
الأمير,O
عبد,B-PERS
القادر,I-PERS
شخصية,O
من,O
أبرز,O
الشخصيات,O
العظيمة,O
التي,O
لن,O
يكررها,O
التاريخ,O
مؤسس,O
الدولة,O
الجزائرية,O
حب,O
من,O
حب,O
وكره,O
من,O
كره,O
ولا,O
عزاء,O
للأعداء,O
والحاقدين,O
,
هاذوك,O
لي,O
يضحكو,O
بلا,O
ماندخل,O
عارفهم,O
وين,O
ساكنين,O
,
رحمه,O
الله,O
و,O
جازاه,O
بالحسنى,O
و,O
ألحقه,O
بمن,O
ارتقى,O
من,O
رفاقه,O
في,O
جنان,O
الله,O
الواسعة.,O
,
تبون,B-PERS
هو,O
مؤسس,O
الجزائر,B-LOC
الجديدة,O
,
اللهم,O
اغفر,O
له,O
و,O
ارحمه,O
او,O
ربي,O
يشافي,O
جماعة,O
هاهاها,O
,
مؤسس,O
الدولة,O
الجزائرية,O
المعاصرة,O
ولا,O
عزاء,O
للحاقدين,O
،من,O
خيرة,O
رجال,O
الجزائر,B-LOC
بطل,O
قومي,O
سيخلد,O
اسمه,O
الى,O
يوم,O
يبعثون..,O
,
الزعيم,O
الامير,O
عبد,B-PERS
القادر,I-PERS
و,O
صحاب,O
الها,O
ها,O
ها,O
اكيد,O
جدودهم,O
عندهم,O
ماضي,O
مخزي,O
الحركة,O
,
ربي,O
يرحمو،,O
و,O
يبقالكم,O
عقدة,O
الى,O
يوم,O
الدين,O
,
رحمة,O
الله,O
عليه,O
,
ولاد,O
القومية,O
و,O
كي,O
راهم,O
يظحكو,O
,
لي,O
رياجاو,O
بهاها,O
صح,O
(بهاهات),O
لولا,O
الفيسبوك,O
أعطى,O
للحمقى,O
فرصة,O
ما,O
كنا,O
لنرى,O
تفاهتهم,O
حاليا,O
,
الي,O
دارو,O
هاها,O
كامل,O
نيوفهم,O
طواال,O
,
الفراشيط,O
علاه,O
راهم,O
يضحكوا,O
!,O
,
الفخر,O
,
حبيت,O
نفهم,O
لي,O
راهو,O
يضحك,O
..,O
واش,O
لي,O
يضحك,O
بالاك,O
نضحكو,O
قاع,O
,
و,O
المشجع,O
الوفي,O
لمولودية,B-ORG
الجزائر,I-ORG
,
عظم,O
الأمير,O
نسبا,O
وشرفا,O
ورجولة,O
وإمارة,O
وهيبة,O
رحمة,O
الله,O
عليه,O
,
كاين,O
غير,O
الجزائريين,O
لي,O
يضحكو,O
على,O
تاريخهم,O
ورجالهم,O
و,O
شهدائهم,O
,
رحمة,O
الله,O
عليك,O
يا,O
أمير,O
الجزائر,B-LOC
يا,O
ابن,O
أم,O
العساكر,O
معسكر,B-LOC
الطاهرة,O
،ستبقى,O
فخرا,O
لنا,O
و,O
رمزا,O
من,O
رموز,O
النضال,O
و,O
الكفاح,O
المستميت,O
تغيرت,O
أجيال,O
و,O
أجيال,O
لكنهم,O
لم,O
يختلفوا,O
في,O
زعامتك,O
،أنت,O
الجزائر,B-LOC
و,O
الجزائر,B-LOC
أنت,O
,
رحمه,O
الله,O
واسكنه,O
فسيح,O
جناته,O
,
كاين,O
بزاف,O
عيباد,O
يخونو,O
